Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year_Month,A,B,Quarter,Year_Quarter,公司 代號_x,公司名稱_x,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,年度/季別,毛利率%,營業利益率%,稅前淨利率%,稅後淨利率%,統計期,總人口數(千人),15歲以上民間人口(千人),勞動力(千人),就業人數(千人),失業人數(千人),15歲以上民間人口占總人口數(%),勞動力占總人口數(%),勞動力參與率(%),就業人口占總人口數(%),就業人口占15歲以上民間人口(%),就業人口占勞動力(%),失業率(%),公司 代號_y,公司名稱_y,營業費用,所得稅費用（利益）,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,稅前淨利（淨損）,繼續營業單位本期淨利（淨損）,本期淨利（淨損）,本期綜合損益總額,營業收入,營業成本,營業毛利（毛損）,營業毛利（毛損）淨額,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益
2023-05-22,519.4040577919021,520.3803812088041,516.4750875411959,518.427734375,17208135,0.0,0.0,202305,1.0018796992481203,0.007518796992481129,2,2023Q2,2330,台積電,176537345,147899735,185705425,19.36,-4.93,833070053,849342680,-1.91,-,2023Q2,54.11,42.0,44.65,37.79,112年5月,23197,20160,11920,11507,412,86.91,51.38,59.13,49.61,57.08,96.54,3.46,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-05-23,517.4513549804688,518.4276782917526,512.5697384240492,517.4513549804688,19588873,0.0,0.0,202305,1.00188679245283,0.011320754716981109,2,2023Q2,2330,台積電,176537345,147899735,185705425,19.36,-4.93,833070053,849342680,-1.91,-,2023Q2,54.11,42.0,44.65,37.79,112年5月,23197,20160,11920,11507,412,86.91,51.38,59.13,49.61,57.08,96.54,3.46,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-05-24,514.5224099004836,515.4987332589286,511.5934398251488,512.5697631835938,19086681,0.0,0.0,202305,1.0018975332068314,0.007590132827324615,2,2023Q2,2330,台積電,176537345,147899735,185705425,19.36,-4.93,833070053,849342680,-1.91,-,2023Q2,54.11,42.0,44.65,37.79,112年5月,23197,20160,11920,11507,412,86.91,51.38,59.13,49.61,57.08,96.54,3.46,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-05-25,529.1672923051191,532.0962625577305,524.2856752174335,530.1436157226562,63827245,0.0,0.0,202305,1.0055350553505535,0.014760147601475964,2,2023Q2,2330,台積電,176537345,147899735,185705425,19.36,-4.93,833070053,849342680,-1.91,-,2023Q2,54.11,42.0,44.65,37.79,112年5月,23197,20160,11920,11507,412,86.91,51.38,59.13,49.61,57.08,96.54,3.46,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-05-26,554.5516456630963,554.5516456630963,549.6700290639493,552.5989990234375,95808471,0.0,0.0,202305,1.0,0.008802816901408562,2,2023Q2,2330,台積電,176537345,147899735,185705425,19.36,-4.93,833070053,849342680,-1.91,-,2023Q2,54.11,42.0,44.65,37.79,112年5月,23197,20160,11920,11507,412,86.91,51.38,59.13,49.61,57.08,96.54,3.46,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-05-29,560.4096989161532,560.4096989161532,550.6464637433978,554.5517578125,54657853,0.0,0.0,202305,1.0,0.017421602787456556,2,2023Q2,2330,台積電,176537345,147899735,185705425,19.36,-4.93,833070053,849342680,-1.91,-,2023Q2,54.11,42.0,44.65,37.79,112年5月,23197,20160,11920,11507,412,86.91,51.38,59.13,49.61,57.08,96.54,3.46,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-05-30,552.5989990234375,554.5516456630963,549.6700290639493,552.5989990234375,40136130,0.0,0.0,202305,1.0035335689045937,0.008833922261484212,2,2023Q2,2330,台積電,176537345,147899735,185705425,19.36,-4.93,833070053,849342680,-1.91,-,2023Q2,54.11,42.0,44.65,37.79,112年5月,23197,20160,11920,11507,412,86.91,51.38,59.13,49.61,57.08,96.54,3.46,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-05-31,546.7410989303315,548.6937457122256,537.9541884118083,544.7884521484375,81176782,0.0,0.0,202305,1.0035714285714286,0.019642857142857153,2,2023Q2,2330,台積電,176537345,147899735,185705425,19.36,-4.93,833070053,849342680,-1.91,-,2023Q2,54.11,42.0,44.65,37.79,112年5月,23197,20160,11920,11507,412,86.91,51.38,59.13,49.61,57.08,96.54,3.46,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-01,536.9778392535588,540.8831326299484,536.9778392535588,537.9541625976562,24477529,0.0,0.0,202306,1.0072727272727273,0.00727272727272728,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-02,545.7647555205322,550.6463722962078,543.812108810262,548.6937255859375,30206141,0.0,0.0,202306,1.008944543828265,0.012522361359570635,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-05,546.7410525760135,546.7410525760135,541.8594360351562,541.8594360351562,16827391,0.0,0.0,202306,1.0,0.008928571428571484,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-06,540.8831486293248,548.6937356131417,539.9068252563477,546.7410888671875,20228086,0.0,0.0,202306,1.0144404332129964,0.0162454873646208,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-07,547.7174931915713,554.5517578125,546.7411696742957,554.5517578125,27604813,0.0,0.0,202306,1.0124777183600713,0.014260249554367251,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-08,548.6937406536505,554.5516809453264,541.8594769800285,545.7647705078125,23080195,0.0,0.0,202306,1.0106761565836297,0.02313167259786474,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-09,547.7173873496266,552.5990039926714,547.7173873496266,551.6226806640625,19091713,0.0,0.0,202306,1.0089126559714796,0.00891265597147954,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-12,560.40966796875,560.40966796875,557.4806975786694,560.40966796875,26392389,0.0,0.0,202306,1.0,0.0052264808362370175,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-13,578.9597778320312,579.9361012347835,575.0544842210227,578.9597778320312,56174363,0.0,0.0,202306,1.0016863406408094,0.008431703204047167,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-14,576.0308227539062,577.0071461823027,573.1018524687169,576.0308227539062,23583314,0.0,0.0,202306,1.0016949152542372,0.006779661016949178,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-15,578.7280283764937,581.6707132665437,575.7853434864438,579.7089233398438,27392154,2.749821,0.0,202306,1.0050847457627117,0.010169491525423556,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-16,578.7280263074995,578.7280263074995,572.8426565484401,577.7471313476562,38128802,0.0,0.0,202306,1.0,0.010169491525423801,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-19,571.8618774414062,573.8236677585295,570.8809822828447,571.8618774414062,14346885,0.0,0.0,202306,1.0034305317324186,0.005145797598627867,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-20,567.9382968071599,573.8236677585295,567.9382968071599,571.8618774414062,16221413,0.0,0.0,202306,1.0103626943005184,0.010362694300518295,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-21,570.8809806048972,573.8236660719328,566.9573999821831,569.9000854492188,21703937,0.0,0.0,202306,1.005154639175258,0.012027491408934894,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-26,564.9955425195993,566.9573325977923,563.0337524414062,563.0337524414062,27142262,0.0,0.0,202306,1.003472222222222,0.006944444444444323,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-27,559.110170377718,564.0146455564699,558.1292753419676,561.0719604492188,21501718,0.0,0.0,202306,1.0087719298245614,0.010526315789473597,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-28,567.9382276368889,567.9382276368889,560.0910673241167,563.0337524414062,18175426,0.0,0.0,202306,1.0,0.013816925734024139,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-29,566.9573932001937,568.9191834880836,559.1102320486339,562.0529174804688,16937929,0.0,0.0,202306,1.0034602076124568,0.01730103806228378,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-06-30,559.1101741790771,564.9955444335938,557.1483840942383,564.9955444335938,22654976,0.0,0.0,202306,1.0105263157894737,0.014035087719298246,2,2023Q2,2330,台積電,156404174,176537345,175874001,-11.4,-11.07,989474227,1025216681,-3.48,-,2023Q2,54.11,42.0,44.65,37.79,112年6月,23210,20170,11935,11518,417,86.9,51.42,59.17,49.63,57.1,96.51,3.49,2330,台積電,113503904.0,70283798,392021727,-992354,14.99,458949840.0,388666042.0,388666042.0,391029373.0,989474227.0,442773988,546700239.0,546700239.0,-135,433196200.0,25753640.0,2363331,388785582,-119540
2023-07-03,566.9573373745143,568.9191274692357,564.9955472797927,567.938232421875,14785585,0.0,0.0,202307,1.0034602076124566,0.006920415224913462,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-04,573.8236694335938,573.8236694335938,568.919193626469,573.8236694335938,17219541,0.0,0.0,202307,1.0,0.008547008547008584,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-05,577.7472475451702,577.7472475451702,567.938295973945,570.8809814453125,14913592,0.0,0.0,202307,1.0,0.016977928692699477,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-06,562.0527867680103,563.0336816838358,554.2056274414062,554.2056274414062,28564891,0.0,0.0,202307,1.0017452006980803,0.015706806282722578,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-07,554.2056274414062,561.0718918521848,552.2438376097552,554.2056274414062,18796190,0.0,0.0,202307,1.0123893805309736,0.015929203539823075,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-10,556.1674172730573,562.0527867680103,554.2056274414062,554.2056274414062,18454982,0.0,0.0,202307,1.0105820105820107,0.014109347442680834,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-11,563.0337552974707,565.9764404296875,559.1101751211818,565.9764404296875,17850636,0.0,0.0,202307,1.005226480836237,0.012195121951219471,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-12,563.0337562429039,566.9573364257812,561.0719661514652,566.9573364257812,15588228,0.0,0.0,202307,1.0069686411149825,0.010452961672473877,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-13,575.7854597564436,578.7281452407185,573.8236694335938,573.8236694335938,25442137,0.0,0.0,202307,1.0051107325383306,0.008517887563884195,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-14,577.7471334131437,579.7089233398438,575.7853434864438,579.7089233398438,23121873,0.0,0.0,202307,1.00339558573854,0.006791171477079747,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-17,576.7662384497937,579.7089233398438,575.7853434864438,579.7089233398438,13807834,0.0,0.0,202307,1.0051020408163267,0.0068027210884353245,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-18,575.7854563832898,576.7663515389684,568.9191902935402,569.9000854492188,20932006,0.0,0.0,202307,1.001703577512777,0.01362862010221475,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-19,572.8427709162543,575.7854563832898,567.9382951378617,569.9000854492188,22499123,0.0,0.0,202307,1.0051369863013697,0.0136986301369862,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-20,568.9191274692357,572.8427076586787,566.9573373745143,567.938232421875,15108109,0.0,0.0,202307,1.006896551724138,0.010344827586206749,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-21,549.30126953125,552.2439549037389,546.3585841587611,549.30126953125,46711021,0.0,0.0,202307,1.0053571428571428,0.010714285714285869,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-24,546.3585214922505,552.243891562185,546.3585214922505,547.3394165039062,25268835,0.0,0.0,202307,1.0107719928186716,0.010771992818671569,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
2023-07-25,550.282112215441,558.1292724609375,550.282112215441,558.1292724609375,19590349,0.0,0.0,202307,1.0142602495543673,0.014260249554367275,3,2023Q3,2330,台積電,177616220,156404174,186762689,13.56,-4.89,1167090447,1211979370,-3.7,-,2023Q3,54.26,41.71,44.25,38.56,112年7月,23226,20181,11969,11543,426,86.89,51.53,59.31,49.7,57.2,96.44,3.56,2330,台積電,182212695.0,101429019,629307238,-1433366,23.13,700890335.0,599461316.0,599461316.0,627873872.0,1536206985.0,692864282,843342703.0,843342703.0,131095,661261103.0,39629232.0,28412556,599785521,-324205
