Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year_Month,A,B,Quarter,Year_Quarter,公司 代號_x,公司名稱_x,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,年度/季別,毛利率%,營業利益率%,稅前淨利率%,稅後淨利率%,統計期,總人口數(千人),15歲以上民間人口(千人),勞動力(千人),就業人數(千人),失業人數(千人),15歲以上民間人口占總人口數(%),勞動力占總人口數(%),勞動力參與率(%),就業人口占總人口數(%),就業人口占15歲以上民間人口(%),就業人口占勞動力(%),失業率(%),公司 代號_y,公司名稱_y,營業費用,所得稅費用（利益）,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,稅前淨利（淨損）,繼續營業單位本期淨利（淨損）,本期淨利（淨損）,本期綜合損益總額,營業收入,營業成本,營業毛利（毛損）,營業毛利（毛損）淨額,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益
2023-02-08,522.4354243525752,524.3775634765625,518.5511461046007,524.3775634765625,35096191,0.0,0.0,202302,1.0037174721189592,0.011152416356877387,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-09,524.3775634765625,524.3775634765625,520.493285228588,524.3775634765625,18861972,0.0,0.0,202302,1.0,0.0074074074074073765,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-10,528.2618405963303,530.2039797161697,525.3486319165711,529.23291015625,28495684,0.0,0.0,202302,1.003676470588235,0.009191176470588144,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-13,528.2618414972274,528.2618414972274,522.4354241277726,525.3486328125,22768977,0.0,0.0,202302,1.0,0.011029411764705862,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-14,528.2618405963303,530.2039797161697,527.2907710364105,529.23291015625,21883297,0.0,0.0,202302,1.003676470588235,0.005514705882352843,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-15,510.7825930059524,516.6090104166666,506.8983147321428,509.8115234375,61796793,0.0,0.0,202302,1.0114068441064636,0.019011406844106415,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-16,512.7247314453125,515.6379401467063,508.8404531767874,512.7247314453125,29975138,0.0,0.0,202302,1.0056818181818181,0.013257575757575852,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-17,508.84048638656793,508.84048638656793,501.0719293424982,503.0140686035156,28121975,0.0,0.0,202302,1.0,0.015267175572519052,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-20,499.1297296933556,503.9850772584661,496.21652115428935,502.0429382324219,20065156,0.0,0.0,202302,1.009727626459144,0.015564202334630373,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-21,500.1007689246836,502.04290783312894,498.1586300162382,501.0718383789063,13504100,0.0,0.0,202302,1.003883495145631,0.007766990291262131,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-22,491.3612058139177,494.2744145440397,490.3901362372103,492.332275390625,24575245,0.0,0.0,202302,1.0059288537549407,0.007905138339920974,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-23,497.1876508204633,505.9272774950418,495.2455115594459,503.0140686035156,25376835,0.0,0.0,202302,1.017578125,0.02148437499999997,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
2023-02-24,508.8404572070695,509.8115267818921,496.216552734375,496.216552734375,41692491,0.0,0.0,202302,1.0019083969465647,0.026717557251908348,1,2023Q1,2330,台積電,163174097,200050544,146933238,-18.43,11.05,363224641,319109348,13.82,無。,2023Q1,56.33,45.46,48.03,40.69,112年2月,23152,20117,11906,11485,420,86.89,51.43,59.18,49.61,57.09,96.47,3.53,2330,台積電,55309344.0,37325895,203834717,-181454,7.98,244274931.0,206949036.0,206949036.0,203653263.0,508632973.0,222132581,286500392.0,286500392.0,47109,231238157.0,13036774.0,-3295773,206986561,-37525
